,username,text,is_quote_status,quote_count,reply_count,favorite_count,view_count,retweet_count,has_card,thumbnail_title,urls,hashtags,ticker,day,month,year,is_in_reply_to,is_view_count,1_day_after,3_day_after,7_day_after
106,mattturck,"AGI, the future of AI agents and the next wave of opportunities in AI 

Deep conversation with @RichardSocher, CEO of @youdotcom, investor, NLP researcher 

* YouTube: https://t.co/ygPwjWMpn3
* Spotify: https://t.co/FnJaXJPQeP
* Apple Podcasts: https://t.co/c7GEpPEGT9 https://t.co/OlCyMd17pz",0,1,4,26,4770.0,7,0,,1,,AAPL,10,10,2024,0,1,0,1,1
107,mattturck,"There's a million specialized databases on the market, for specialized tasks

Can one database do it all?

Here's my conversation with @tobiemh, CEO of @SurrealDB 

* YouTube: https://t.co/V01WyFfWBQ
* Spotify: https://t.co/TVdCDob268
* Apple Podcasts: https://t.co/m9TQR4WY2G https://t.co/TyqgoWXezU",0,2,5,33,4737.0,9,0,,1,,AAPL,3,10,2024,0,1,1,0,1
108,mattturck,@asharoraa meta dinner!,0,0,0,4,189.0,0,0,,0,,META,16,10,2024,1,1,0,0,0
109,jasonzweigwsj,"@dollarsanddata ""So, out of the 15,287,521,000 AAPL shares outstanding, this means that you would own approximately 0.0000002% of them.""

Your post is good, Nick. I bet you convinced at least 0.0000002% of the people who believe in this ""conspiracy.""

Seriously. That would be a major",0,0,0,13,1618.0,0,0,,0,,AAPL,8,10,2024,1,1,1,1,1
110,bespokeinvest,The six major US banks and brokers are up an average of 6.7% since last Thursday's close when earnings season began.  $JPM $WFC $BAC $C $GS $MS https://t.co/Su6xSoDPLY,0,2,4,29,7067.0,8,0,,0,,JPM,15,10,2024,0,1,0,1,1
111,bespokeinvest,"Key Earnings Reports After the Close Tomorrow

Alcoa $AA
Crown Castle $CCI
CSX $CSX
Discover Financial $DFS
Equifax $EFX
PPG Industries $PPG
Steel Dynamics $STLD

For more details, start a trial at https://t.co/H4p1RcpfIn.",0,0,4,17,6463.0,3,0,,1,,CSX,15,10,2024,0,1,1,0,0
112,bespokeinvest,Shares of Nvidia made their first higher high since June. $NVDA https://t.co/u6f5BPeMxf,0,1,2,50,38310.0,11,0,,0,,NVDA,9,10,2024,0,1,1,1,1
113,bespokeinvest,Shares of Nvidia made their first higher high since June. $NVDA https://t.co/u6f5BPeMxf,0,1,2,50,38310.0,11,0,,0,,NVDA,9,10,2024,0,1,1,1,1
114,bespokeinvest,"Four of 13 companies reporting earnings after the close lowered guidance:

Equifax $EFX
Kinder Morgan $KMI
PPG Industries $PPG
Rexford Industrial Realty $REXR",0,0,2,18,6504.0,1,0,,0,,KMI,16,10,2024,0,1,0,0,0
115,bespokeinvest,"Key Earnings Reports Before the Open Monday

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens Boots Alliance $WBA

For more details, start a",0,0,2,25,7183.0,1,0,,1,,JNJ,11,10,2024,0,1,0,0,1
116,bespokeinvest,"Key Earnings Reports Before the Open Monday

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens Boots Alliance $WBA

For more details, start a",0,0,2,25,7183.0,1,0,,1,,UNH,11,10,2024,0,1,1,1,0
117,bespokeinvest,"Goldman Sachs $GS and Morgan Stanley $MS made new all-time highs last Friday.  JP Morgan $JPM didn't quite get there.  Bank of America $BAC, Citi $C and Wells Fargo $WFC still slightly below 52-week highs.

$BAC, $C, $GS report earnings tomorrow before the open. https://t.co/f0NVptBjB4",0,1,7,75,22093.0,16,0,,0,,JPM,14,10,2024,0,1,0,1,0
118,bespokeinvest,"NVIDIA is closing the gap on Apple. Whereas NVDA started the year with a market cap 40% of that of Apple, currently the difference is only $108 billion. $NVDA $AAPL

Read more in tonight's Closer: https://t.co/1xd0fqDooz https://t.co/OzqPqQPKqQ",0,3,3,44,8626.0,14,0,,1,,AAPL,14,10,2024,0,1,1,1,1
119,bespokeinvest,"NVIDIA is closing the gap on Apple. Whereas NVDA started the year with a market cap 40% of that of Apple, currently the difference is only $108 billion. $NVDA $AAPL

Read more in tonight's Closer: https://t.co/1xd0fqDooz https://t.co/OzqPqQPKqQ",0,3,3,44,8626.0,14,0,,1,,NVDA,14,10,2024,0,1,0,1,1
120,bespokeinvest,"NVIDIA is closing the gap on Apple. Whereas NVDA started the year with a market cap 40% of that of Apple, currently the difference is only $108 billion. $NVDA $AAPL

Read more in tonight's Closer: https://t.co/1xd0fqDooz https://t.co/OzqPqQPKqQ",0,3,3,44,8626.0,14,0,,1,,NVDA,14,10,2024,0,1,0,1,1
121,bespokeinvest,"""At the end of 1974, during the tough 1973-1974 bear market, the entire index was valued at around $500 billion."" @barronsonline 

Apple is worth 7 times more than the entire value of the US stock market from 50 years ago. $AAPL",0,0,2,23,5674.0,0,0,,0,,AAPL,11,10,2024,0,1,1,1,1
122,bespokeinvest,"""At the end of 1974, during the tough 1973-1974 bear market, the entire index was valued at around $500 billion."" @barronsonline 

Apple is worth 7 times more than the entire value of the US stock market from 50 years ago. $AAPL",0,0,2,23,5674.0,0,0,,0,,AAPL,11,10,2024,0,1,1,1,1
123,bespokeinvest,"Key Earnings Reports Tomorrow

Before the Open:
BlackRock $BLK
BNY Mellon $BK
Fastenal $FAST
JPMorgan Chase $JPM
Wells Fargo $WFC

After the Close:
None

For more details, start a trial at https://t.co/H4p1RcpNxV.",0,0,0,16,6511.0,3,0,,1,,JPM,10,10,2024,0,1,1,1,1
124,bespokeinvest,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB",0,0,0,23,6223.0,3,0,,0,,AAPL,9,10,2024,0,1,1,1,1
125,bespokeinvest,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB",0,0,0,23,6223.0,3,0,,0,,AAPL,9,10,2024,0,1,1,1,1
126,bespokeinvest,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB",0,0,0,23,6223.0,3,0,,0,,NVDA,9,10,2024,0,1,1,1,1
127,bespokeinvest,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB",0,0,0,23,6223.0,3,0,,0,,NVDA,9,10,2024,0,1,1,1,1
128,bespokeinvest,"Key Earnings Reports Before the Open Tomorrow

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens $WBA

Start a trial at https://t.co/H4p1RcpfIn.",0,0,4,19,7356.0,2,0,,1,,JNJ,14,10,2024,0,1,1,1,1
129,bespokeinvest,"Key Earnings Reports Before the Open Tomorrow

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens $WBA

Start a trial at https://t.co/H4p1RcpfIn.",0,0,4,19,7356.0,2,0,,1,,UNH,14,10,2024,0,1,0,0,0
130,bespokeinvest,"5 for 5 on EPS beats this AM, 4 for 5 on Revenue beats.

$BLK Beat, Beat
$BK Beat, Beat
$FAST Beat, Beat
$JPM Beat, Beat
$WFC Beat, Missed",0,3,4,33,11822.0,6,0,,0,,JPM,11,10,2024,0,1,1,1,1
131,bespokeinvest,"5 for 5 on stocks trading higher in reaction to earnings so far in the pre-market:

$BLK +2.3%
$BK +1.4%
$FAST +4.4%
$JPM +1.3%
$WFC +3.3%",0,0,1,6,5689.0,1,0,,0,,JPM,11,10,2024,1,1,1,1,1
132,TheEconomist,"“Disclaimer”, a glitzy new thriller on Apple TV+, is an example of what might be called good-bad art, and a lesson in evaluating it https://t.co/8cDNa31PxN 👇",0,0,5,10,38015.0,2,1,"Is TV’s next sure-fire hit, “Disclaimer”, a must-watch or a dud?",1,,AAPL,15,10,2024,0,1,0,1,1
133,davidfaber,"What we discuss is that Musk never should have filed a 13-g because this was not a ""passive"" stake. If filed as a D on 3/24, as would have been appropriate, it would alerted the market sooner and have cost Musk more money to continue building position as @dkbilson notes.",1,9,59,196,0.0,32,0,,0,,D,6,4,2022,0,0,1,1,1
134,davidfaber,"Here's my full interview with AT&amp;T CEO John Stankey. $T is down almost 8% on the day.

https://t.co/meECZrlbpG",0,1,19,47,0.0,9,1,Watch CNBC's full interview with AT&T CEO John Stankey,1,,T,26,1,2022,0,0,0,0,0
135,davidfaber,"As AT&amp;T moves closer to closing its deal to merge its Warner Media unit with Discovery, the question of whether it will be done as an exchange offer (split) or spin-off remains unresolved. Judging from $T CEO Stankey's answer here, it sounds like a spin is more likely. https://t.co/8QFkOzeGR7",0,3,11,42,0.0,13,0,,0,,T,26,1,2022,0,0,0,0,0
136,davidfaber,"With its shares up more than 9% so far today, Ford market value ($95B)  now exceeds that of GM ($93B) and  Rivian ($90B).",0,4,18,123,0.0,7,0,,0,,GM,4,1,2022,0,0,1,1,0
137,davidfaber,John Malone has high hopes for the pending combination of Discovery and Warner Brothers. $DISCA $T    Full interview can be found here: https://t.co/IQVlrPAOIK https://t.co/G4d4tdo2UW,0,3,15,87,0.0,13,0,,1,,T,18,11,2021,0,0,0,1,0
138,PhilipEtienne,@VegaVandal Agree with your view on cities - $MAR and others making highs - read the Morgan Stanley report and other pieces on the experience economy - travel to non-city destinations is up,0,0,0,1,113.0,0,0,,0,,MAR,12,12,2023,1,1,1,1,1
139,MorningstarInc,"Is $TSLA an attractive stock today while down 10% for the year?

@MstarMarkets shared his thoughts on The Morning Filter: https://t.co/tiw9OMqPmF",0,0,0,2,1961.0,0,1,5 Stocks to Buy if You’re Concerned About US Market Valuations,1,,TSLA,22,10,2024,0,1,0,1,1
140,MorningstarInc,"After a summer slump, $NVDA, $APPL, and $AMZN are carrying the market. https://t.co/gdEWQIpiCR",0,0,0,5,1727.0,1,1,AI Stocks Help Push the Market to New Highs,1,,AMZN,21,10,2024,0,1,1,0,1
141,unusual_whales,"Elon Musk of $TSLA Tesla added $26 billion to his fortune today.

He is already the world's richest man.",0,0,8,27,929.0,1,0,,0,,TSLA,24,10,2024,0,1,1,1,1
142,unusual_whales,Call your Tesla $TSLA bulls. https://t.co/cii6cxFH66,0,2,50,464,59368.0,31,0,,0,,TSLA,24,10,2024,0,1,1,1,1
143,unusual_whales,"Tesla $TSLA has broken $260, now up 22%.

The most active chain for Tesla today was $TSLA 260 calls expiring tomorrow!

At open $2 million was slammed at $0.45 right at open, and are now trading at $5.45, up 1100%(!!!)

Insane. https://t.co/rxqovIOH1z",0,3,64,547,74521.0,56,0,,0,,TSLA,24,10,2024,0,1,1,1,1
144,unusual_whales,Bloomberg has just reported that TSMC $TSM Arizona chip yields have now surpassed Taiwan's $NVDA $INTC,0,13,52,747,116491.0,72,0,,0,,NVDA,24,10,2024,0,1,1,0,0
145,unusual_whales,Bloomberg has just reported that TSMC $TSM Arizona chip yields have now surpassed Taiwan's $NVDA $INTC,0,13,52,747,116491.0,72,0,,0,,INTC,24,10,2024,0,1,1,1,0
146,unusual_whales,"Taco Bell, KFC and Pizza Hut pull onions from some restaurants over E. coli outbreak reported at $MCD McDonald’s first",0,42,111,584,154127.0,138,0,,0,,MCD,24,10,2024,0,1,0,0,0
147,unusual_whales,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO",0,0,35,58,55047.0,10,0,,0,,NVDA,24,10,2024,0,1,1,0,0
148,unusual_whales,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO",0,0,35,58,55047.0,10,0,,0,,TSLA,24,10,2024,0,1,1,1,1
149,unusual_whales,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO",0,0,35,58,55047.0,10,0,,0,,GOOGL,24,10,2024,0,1,1,1,1
150,unusual_whales,"Tesla $TSLA is having an insane options premium day, one of the most insane I've seen in a while.

Call skew heavy, highest positive/call net premium in the last 180 days for $TSLA.

Traders piled into calls at open, causing the stock to rally nearly 20%.

Insane. https://t.co/7KAw6UoTyk",0,4,70,354,86829.0,33,0,,0,,TSLA,24,10,2024,0,1,1,1,1
151,unusual_whales,"Following $BA Boeing's announcement of a significant $6.1 billion loss, workers have voted to extend a month-long strike at the factories responsible for producing the company's top-selling commercial airplane.",0,14,76,477,112090.0,69,0,,0,,BA,24,10,2024,0,1,1,0,0
152,unusual_whales,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV",0,1,7,68,68096.0,9,1,"Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,...",1,,AAPL,23,10,2024,1,1,0,0,0
153,unusual_whales,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV",0,1,7,68,68096.0,9,1,"Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,...",1,,META,23,10,2024,1,1,0,0,1
154,unusual_whales,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV",0,1,7,68,68096.0,9,1,"Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,...",1,,META,23,10,2024,1,1,0,0,1
155,unusual_whales,"BREAKING: Elon Musk on Tesla $TSLA earnings call said:  ""We are finalizing the design of [the Tesla Roadster] now. It will be something spectacular. My friend Peter Thiel was lamenting we don't have flying cars. Well...more to come.""",0,91,204,6117,613232.0,433,0,,0,,TSLA,23,10,2024,0,1,1,1,1
156,unusual_whales,"Elon Musk of Tesla $TSLA just said Tesla could achieve 20-30% vehicle growth over next year.

He adds that CyberCab to reach volume production in 2026, 2 million units per year.",0,10,92,1396,144052.0,95,0,,0,,TSLA,23,10,2024,0,1,1,1,1
157,unusual_whales,Tesla $TSLA Cybertruck production is now profitable.,0,28,136,4142,260726.0,230,0,,0,,TSLA,23,10,2024,0,1,1,1,1
158,unusual_whales,Tesla $TSLA is up +6% after its earnings. https://t.co/34wRn5pkNC,0,5,63,565,94737.0,51,0,,0,,TSLA,23,10,2024,0,1,1,1,1
159,unusual_whales,"IBM $IBM earnings:

EPS $2.3 vs $2.2
Revenue $15.0B vs $15.04B

Link: https://t.co/NZ42mMeaYO",0,0,2,49,55065.0,7,0,,1,,IBM,23,10,2024,1,1,0,0,0
160,unusual_whales,"BREAKING: Tesla $TSLA earnings:

Revenue $25.18B vs $25.43B
EPS $0.72 vs $0.60

Expects slight growth in vehicle deliveries in 2024
Free Cash Flow  $2.47B vs est $1.61B",0,42,83,1612,230193.0,156,0,,0,,TSLA,23,10,2024,0,1,1,1,1
161,unusual_whales,"At close: Tesla $TSLA earnings in a few minutes!

To generate these charts and financial data in your discord, checkout https://t.co/lIDpnCxZai https://t.co/baely2Pijr",0,0,19,108,60035.0,24,0,,1,,TSLA,23,10,2024,0,1,1,1,1
162,unusual_whales,"Here are the most bullish and bearish option chains in the market right now. Please go to Unusual Whales to see full context, multi legs, paired trades, and more:

$DJT
$NVDA
$BABA
$CAT
$PLTR

Link: https://t.co/bzo7Dlt66o https://t.co/PjxDHTcuvn",0,0,28,82,60672.0,15,0,,1,,NVDA,23,10,2024,0,1,0,0,0
163,unusual_whales,"Here are the most bullish and bearish option chains in the market right now. Please go to Unusual Whales to see full context, multi legs, paired trades, and more:

$DJT
$NVDA
$BABA
$CAT
$PLTR

Link: https://t.co/bzo7Dlt66o https://t.co/PjxDHTcuvn",0,0,28,82,60672.0,15,0,,1,,CAT,23,10,2024,0,1,1,1,0
164,unusual_whales,"The Market Tide shows the S&amp;P 500's $SPY $SPX fall throughout the day, as call buyers were no where in site, and people bought puts across many large names.

Net premiums below:
$MSFT -51,605
$COST -1,130,333
$MMM -2,621,548
$CAT -2,306,088

Come learn our tools today! https://t.co/xcviJV3ei9",0,0,36,115,115897.0,18,0,,0,,MSFT,23,10,2024,0,1,0,0,1
165,unusual_whales,"The Market Tide shows the S&amp;P 500's $SPY $SPX fall throughout the day, as call buyers were no where in site, and people bought puts across many large names.

Net premiums below:
$MSFT -51,605
$COST -1,130,333
$MMM -2,621,548
$CAT -2,306,088

Come learn our tools today! https://t.co/xcviJV3ei9",0,0,36,115,115897.0,18,0,,0,,CAT,23,10,2024,0,1,1,1,0
166,unusual_whales,Apple $AAPL is down 2.24% after analysts downgrade their expectations for iPhone orders. https://t.co/EoafuCLWz7,0,6,56,283,95264.0,33,0,,0,,AAPL,23,10,2024,0,1,0,0,0
167,unusual_whales,Apple $AAPL is down 2.24% after analysts downgrade their expectations for iPhone orders. https://t.co/EoafuCLWz7,0,6,56,283,95264.0,33,0,,0,,AAPL,23,10,2024,0,1,0,0,0
168,unusual_whales,"You can use our trading tools for $SBUX Starbucks to trade better.

Build your charts, option alerts, custom indicators, and more to never miss a move on $SBUX.

Come join today: https://t.co/kDqiJX0tXH",0,1,10,37,67967.0,12,0,,1,,SBUX,23,10,2024,1,1,1,1,1
169,unusual_whales,BREAKING: Arm $ARM is canceling a license that allowed Qualcomm $QCOM to use Arm intellectual property to design chips,0,35,70,1221,310184.0,181,0,,0,,QCOM,23,10,2024,0,1,0,1,0
170,MicroFundy,@IvanTheK @hmeisler @TheStalwart highly correlated with TSLA share price,0,0,0,0,0.0,0,0,,0,,TSLA,9,2,2020,1,0,1,1,1
171,Forbes,10 Google Workspace Apps That Make Your Life Easier https://t.co/dNy03IPyNU https://t.co/s79bdbLi9t,0,0,3,12,17816.0,2,0,,1,,GOOG,24,10,2024,0,1,1,1,1
172,Forbes,"To make AI safer for all, Google wants to examine your security posture—introducing Google’s new AI Security Risk Assessment Tool: SAIF. https://t.co/RGxyEQJbYL https://t.co/RGxyEQJbYL",0,1,4,6,16902.0,2,1,Google Launches New Free Tool To Secure Your AI—Introducing SAIF,1,,GOOG,24,10,2024,0,1,1,1,1
173,Forbes,Google Launches New Free Tool To Secure Your AI—Introducing SAIF https://t.co/ianRGzYuq0 https://t.co/ianRGzYuq0,0,1,6,17,16373.0,5,1,Google Launches New Free Tool To Secure Your AI—Introducing SAIF,1,,GOOG,24,10,2024,0,1,1,1,1
174,FT,"Jeff Smith, the activist picking a fight with Covid hero Pfizer https://t.co/LCON0iyUbS",0,0,4,11,15686.0,5,1,"Jeff Smith, the activist picking a fight with Covid hero Pfizer",1,,PFE,25,10,2024,0,1,1,1,0
175,FT,"Many US funds, including those run by Fidelity and T Rowe Price, are required to keep the combined weight of large holdings to less than 50% of their overall portfolio. https://t.co/jYDO65pmNm https://t.co/9JRSaxorO7",0,0,2,21,17329.0,4,0,,1,,T,25,10,2024,0,1,0,0,0
176,DumbLuckCapital,Cannot wait for all the ass-burgers jokes $MCD,0,0,0,3,770.0,0,0,,0,,MCD,22,10,2024,0,1,0,0,0
177,probesreporter,"Hey Elon, honey:  Sorry to interrupt your fun with the whole ""Imma buying the Twitters"" thing.  But, by chance, has an SEC or DOJ subpoena shown up, say in the past few days or so?  $TWTR $TSLA  @elonmusk",0,0,2,21,0.0,7,0,,0,,TSLA,14,4,2022,0,0,1,1,1
178,GRDecter,"NVIDIA HITS RECORD HIGH.

AND THEY SAID THIS WOULD NEVER HAPPEN AGAIN.

INCREDIBLE. https://t.co/Tj073pGBMD",0,3,32,434,29553.0,58,0,,0,,NVDA,21,10,2024,0,1,1,1,1
179,michaelbatnick,"We're witnessing the 3rd largest VIX spike, the 2nd largest daily drop ever in the Nikkei,  and Nvidia filling its gap. 

A few thoughts on the selloff.

https://t.co/a5vrtODTgU",0,5,22,356,50707.0,46,1,A Few Thoughts On the Selloff,1,,NVDA,5,8,2024,0,1,1,1,1
180,michaelbatnick,"Nvidia has added $484 billion in market cap over the last three sessions. That alone would make it the 15th largest company in the S&amp;P 500.

https://t.co/KzMIiEkDh0 https://t.co/ximlSTutrh",0,0,16,47,17636.0,10,0,,1,,NVDA,28,5,2024,0,1,1,0,1
181,davidein,"How many solar panels are still defective and could cause fires? @Tesla should
immediately notify the people who live in and work in buildings at risk. Secret
Project Titan is over the line. A recall should have happened long ago @USCPSC.
 @Elonmusk should resign.",0,26,111,344,0.0,90,0,,0,,TSLA,23,8,2019,1,0,0,0,1
182,CNBC,"Meta and Snap are the first major players to unveil prototypes for AR glasses. But they’re still years away from selling those devices to consumers.

CNBC's @JBoorstin has a closer look at the future of AR glasses. Watch the full video here: https://t.co/og9HZlo3e6 https://t.co/8fHi7xjaF2",0,0,3,5,5450.0,3,0,,1,,META,25,10,2024,0,1,1,1,0
183,CNBC,"CNBC's Ashley Capoot tested the new hearing health features coming to Apple's AirPods Pro 2.

Apple unveiled the features in September, and they will be publicly available through a software update next week.

Find more on how the features work here: https://t.co/Hjf5mz1Spj https://t.co/esqqGU9IJm",0,0,3,7,9109.0,1,0,,1,,AAPL,25,10,2024,0,1,1,1,0
184,CNBC,"KeyBanc downgrades Apple to underweight, citing iPhone sale concerns https://t.co/7hzh2UZAkp",0,3,3,19,16579.0,9,1,"KeyBanc downgrades Apple to underweight, citing iPhone sale concerns",1,,AAPL,25,10,2024,0,1,1,1,0
185,CNBC,You can scrub your personal information from Google searches. Here's how to do it https://t.co/FZjXuzpFpS,0,1,2,27,15335.0,16,1,You can scrub your personal information from Google searches. Here's how to do it,1,,GOOG,25,10,2024,0,1,1,1,1
186,CNBC,Apple returns to top 5 smartphone ranking in China with iPhone 16 as Huawei battle ramps up https://t.co/qZnNI9rxCb,0,0,4,17,12325.0,5,1,Apple returns to top 5 smartphone ranking in China with iPhone 16 as Huawei battle ramps up,1,,AAPL,25,10,2024,0,1,1,1,0
187,chamath,"What I Read This Week…

Microsoft, Amazon, and Google are investing in nuclear energy to power their data centers.

Microsoft plans to reopen Three Mile Island, while Amazon has invested in a data center campus powered by one of the largest existing nuclear facilities in the US.",0,29,90,2361,367278.0,199,0,,0,,GOOG,6,10,2024,0,1,0,0,0
188,chamath,"Meta unveiled a prototype of AR glasses called Orion and an update to its Llama 3.2 language model this week.

The Orion glasses demonstrate the possibility of creating an AR experience in a form factor similar to normal eyewear, with a 70-degree field of view that allows for a",0,1,2,145,22957.0,3,0,,0,,META,30,9,2024,1,1,1,1,1
189,HedgeyeENERGY,"As we mentioned on the call today, $CEG also restarting Three Mile Island with $MSFT. Big demand for nuclear power from data centers, but not for large wind/solar farms...🤔",1,0,1,3,1465.0,2,0,,0,,CEG,1,10,2024,0,1,1,1,1
190,HedgeyeENERGY,It should have said $PBF Largest independent refiner in the state as % of capacity. $MPC Los Angeles refinery is larger than Torrance + Martinez for PBF.,0,0,1,3,814.0,0,0,,0,,MPC,2,8,2024,1,1,0,0,1
191,HedgeyeENERGY,"California has been a very difficult jurisdiction. $XOM fully exited downstream with Torrance sale and later Upstream with Aera sale. 

$CVX still has refining exposure. $PBF largest independent refiner in the state.",1,0,3,11,2666.0,3,0,,0,,XOM,2,8,2024,0,1,0,0,1
192,HedgeyeENERGY,@brooklynboy436 Not sure how the two are as far as risk ranges going into it. But majors so far had pretty decent quarter (BP/TTE/SHEL). Strong LNG/Upstream offsetting refining weakness. XOM got an even larger Upstream now with PXD.,0,0,1,0,73.0,0,0,,0,,XOM,1,8,2024,1,1,0,0,0
193,HedgeyeENERGY,"TOMORROW $XOM / $CVX earnings day, LFG! (Said no one ever), but let’s do it!",1,1,3,28,19293.0,5,0,,0,,XOM,1,8,2024,0,1,0,0,0
194,GoldmanSachs,"In being bullish on certain commodities, Goldman Sachs Research identifies 5Ds: five trends beginning with the letter D that will create investment opportunities in commodities. Which of these is not one of the 5Ds? https://t.co/Z3tl5E6XT8",0,1,2,15,12019.0,6,1,,1,,D,17,6,2024,0,1,0,0,0
195,JacobWolinsky,"@Simosapien @FranceskAlbs @RitchieTorres You don’t even know Hamas operates in the West Bank, something even your fellow apologists will admit as 5 seconds on Google confirms it https://t.co/BkEQ1JewHx

You might want to sit this one out",1,0,0,3,65.0,0,0,,1,,GOOG,21,10,2024,1,1,1,0,1
196,Find_Me_Value,"$META - ""metaverse will be our slow death"" (Dec 2022) https://t.co/ooRVam0uDK",0,0,0,0,1428.0,1,1,‘The metaverse will be our slow death!’ Is Facebook losing its $100bn gamble on virtual reality?,1,,META,24,1,2024,1,1,1,1,1
197,Find_Me_Value,"$META - Whistleblower on Instagram (back in 2021)
https://t.co/f5CDy2ay5o",0,0,1,0,1581.0,0,1,Facebook’s whistleblower report confirms what researchers have known for years,1,,META,24,1,2024,1,1,1,1,1
198,Find_Me_Value,"..core Blue / Facebook was old dinosaur, major negative PR on Zuck around these subjects, whistleblower on Instagram, and $AAPL IDFA iOS privacy changes""

$META https://t.co/f6BpjBuK2I.",0,0,1,0,320.0,0,1,"Facebook blames Apple after a historically bad quarter, saying iPhone privacy changes will cost it...",1,,AAPL,24,1,2024,1,1,0,0,0
199,Find_Me_Value,"..core Blue / Facebook was old dinosaur, major negative PR on Zuck around these subjects, whistleblower on Instagram, and $AAPL IDFA iOS privacy changes""

$META https://t.co/f6BpjBuK2I.",0,0,1,0,320.0,0,1,"Facebook blames Apple after a historically bad quarter, saying iPhone privacy changes will cost it...",1,,META,24,1,2024,1,1,1,1,1
200,Find_Me_Value,"Despite writing in-depth on both $META and $NFLX, I underestimated the momentum in both. I owned both, sold both too soon. Both brought me interest due to extreme negative sentiment. $META at the time: ""incinerating money on VR / metaverse, Instagram causing harm to young girls.. https://t.co/va90ajzhnW",0,0,2,6,2426.0,0,0,,0,,META,24,1,2024,0,1,1,1,1
201,Find_Me_Value,$PYPL good thoughts,1,0,0,5,4020.0,1,0,,0,,PYPL,17,1,2024,0,1,1,1,1
202,Find_Me_Value,"@modestproposal1 Imagine he thinks over the next 2-3 years there will be a lot of M&amp;A in the space and consolidation / teaming up across sub-scale streaming providers. Streaming isn't a good business, $NFLX barely is FCF positive, others all lose money. At some point something *has* to change.",0,0,2,9,4876.0,1,0,,0,,NFLX,13,4,2023,1,1,0,0,0
203,Find_Me_Value,"@CodifyBaseball Found it interesting during @WBCBaseball :

Mookie Betts: 
32 AB, 1 SO

Mike Trout:
32 AB, 12 SO",0,0,0,2,6422.0,0,0,,0,,SO,22,3,2023,1,1,0,1,1
204,Find_Me_Value,"News of $NFLX cutting prices in 30 markets in LATAM and APAC. https://t.co/bmQIYiMxYC 

This is from my slide deck last month (Jan 2023) on $NFLX https://t.co/O61ohJHlte",0,0,1,7,2980.0,1,0,,1,,NFLX,23,2,2023,0,1,0,0,0
